Unnamed: 0,descricao,a,b,c,d,e,src
94,error,ou Paula não é economista ou Tiago é professor.,Tiago é professor e Paula não é economista.,Paula é economista e Tiago não é professor.,Tiago não é professor e Paula não é economista.,Paula é economista e Tiago é professor.,/questoes-de-concursos/questoes/61bd80b0-ec
95, Afirmar que “Paulo é ator ou Francisco não é advogado” é logicamente equivalente a dizer que: ,Paulo não é ator e Francisco é advogado,Paulo é ator se e somente se Francisco não é advogado.,"Se Paulo é ator, então Francisco não é advogado.","Se Paulo não é ator, então Francisco é advogado.","Se Francisco é advogado, então Paulo é ator.",/questoes-de-concursos/questoes/dd42673e-eb
96, A negação de “José está feliz e Maria é pobre” é: ,José é rico e Maria é infeliz.,José não é feliz e Maria não é pobre.,José é pobre e Maria é feliz.,José está pobre ou Maria não é feliz.,José não está feliz ou Maria não é pobre.,/questoes-de-concursos/questoes/dd33daf4-eb
97," Cinco pessoas, Rute, Margarete, Severino, Antônio e Tânia, têm alturas diferentes. É sabido que: - Severino é mais alto do que Rute - Rute é mais alta do que Margarete - Tânia é mais baixa do que Rute e mais alta do que Antônio. Podemos afirmar que Antônio é mais baixo do que:  ","Rute, Margarete e Severino.","Severino e Margarete, mas não necessariamente Rute.","Margarete, mas não necessariamente Severino ou Rute.","Rute e Severino, mas não necessariamente Margarete.","Rute, mas não necessariamente Severino ou Margarete.",/questoes-de-concursos/questoes/4db547f4-e9
98," Uma afirmação logicamente equivalente à afirmação: ‘Se planto no tempo certo, então a colheita é melhor’, é: ",A colheita é melhor ou não planto no tempo certo.,Não planto no tempo certo e a colheita é melhor. ,"Se não planto no tempo certo, então a colheita não é melhor.",Ou planto no tempo certo ou a colheita é melhor. ,"Se a colheita é melhor, então planto no tempo certo.",/questoes-de-concursos/questoes/5362a0f8-e8
99," Considere cada afirmação e o seu respectivo valor lógico:I. Ana é advogada ou Clarice é cantora. VERDADEIRA.II. Beatriz é bancária e Elaine é estilista. FALSA.III. Ana é advogada ou Débora é dentista. FALSA.IV. Ana é advogada ou Elaine é estilista. VERDADEIRA. A partir dessas informações, é correto concluir que  ",Ana é advogada. ,Débora é dentista.,Beatriz não é bancária. ,Elaine não é estilista.,Clarice não é cantora.,/questoes-de-concursos/questoes/535762c8-e8
0,none,none,none,none,none,none,/questoes-de-concursos/questoes/af72bd38-3a
1,none,none,none,none,none,none,/questoes-de-concursos/questoes/af6677fa-3a
2,none,none,none,none,none,none,/questoes-de-concursos/questoes/af62f109-3a
3,none,none,none,none,none,none,/questoes-de-concursos/questoes/af5a8ae3-3a
4, Considere a sentença: “Paulo é torcedor do Nacional ou Débora não é torcedora do Fast”. A negação lógica dessa sentença é ,Paulo não é torcedor do Nacional ou Débora não é torcedora do Fast. ,Paulo não é torcedor do Nacional ou Débora é torcedora do Fast., Paulo não é torcedor do Nacional e Débora não é torcedora do Fast.,Paulo não é torcedor do Nacional e Débora é torcedora do Fast.,Paulo é torcedor do Nacional ou Débora é torcedora do Fast.,/questoes-de-concursos/questoes/97095657-34
5," A negação lógica da afirmação condicional “se Maria vai ao cinema, então Antônio fica triste” é: ","se Maria não vai ao cinema, então Antônio não fica triste.","se Maria vai ao cinema, Antônio não fica triste. ","Maria vai ao cinema, ou Antônio não fica triste.","Maria vai ao cinema, e Antônio não fica triste.","se Antônio fica triste, então Maria vai ao cinema.",/questoes-de-concursos/questoes/5ead1a00-12
6,error,João tomou café e saiu de casa,João não tomou café e não saiu de casa,João tomou café e não saiu de casa,João não tomou café ou saiu de casa,João tomou café ou não saiu de casa.,/questoes-de-concursos/questoes/b21be5ba-12
7,error,"Se estou cansado, então não vejo televisão e não vou ao cinema","Se estou cansado, então vejo televisão ou vou ao cinema ","Se não vejo televisão e não vou ao cinema, então estou cansado",Não estou cansado e não vejo televisão e não vou ao cinema,Estou cansado ou vejo televisão ou vou ao cinema.,/questoes-de-concursos/questoes/9483e2be-12
8," A negação da proposição composta “Raul é professor ou Renato não é cantor”, é: ",Renato é cantor e Raul é professor. ,Raul é cantor ou Renato é professor.,Raul é professor ou Renato é cantor.,Raul não é professor e Renato é cantor.,Renato não é professor ou Raul não é cantor.,/questoes-de-concursos/questoes/150133dc-10
9," Uma afirmação equivalente à afirmação “Se Ana é inteligente, então ela é agente administrativo”, está contida na alternativa: ","Se Ana é agente administrativo, então ela é inteligente.","Se Ana não é agente administrativo, então ela não é inteligente.","Se Ana não é inteligente, então ela não é agente administrativo.",Ana é inteligente e é agente administrativo.,Ana não é inteligente e não é agente administrativo.,/questoes-de-concursos/questoes/c435a474-08
10,error,"Se Marcos é agente administrativo, então André não é.",Marcos não é agente administrativo e André é.,Marcos é agente administrativo e André não é.,Marcos e André não são agentes administrativos.,Marcos e André são agentes administrativos.,/questoes-de-concursos/questoes/c432e53d-08
11, Considere a afirmação: O estudante chegou e a prova não começou. Uma afirmação que corresponda à negação lógica da afirmação anterior é: ,O estudante não chegou e a prova não começou.,"Se a prova não começou, então o estudante chegou. ",A prova não começou ou o estudante chegou. ,"Se o estudante chegou, então a prova começou. ",O estudante chegou e a prova começou.,/questoes-de-concursos/questoes/607c29b9-07
12, Considere a afirmação:Os degraus da escada estão escorregadios ou não choveu. Uma afirmação equivalente à afirmação anterior é: ,Os degraus da escada estão escorregadios e não choveu.,"Se choveu, então os degraus da escada estão escorregadios.",Choveu e os degraus da escada estão escorregadios.,Não choveu e os degraus da escada não estão escorregadios.,"Se os degraus da escada estão escorregadios, então choveu.",/questoes-de-concursos/questoes/607976be-07
13,error,"Posso me vestir com calça preta ou camisa listrada ou camisa lisa branca, ou calça branca e camisa lisa preta e camisa listrada. ","Posso me vestir com calça preta e camisa listrada e camisa lisa branca, e calça branca e camisa lisa preta ou camisa listrada.","Posso me vestir com calça preta e camisa listrada ou camisa lisa branca, ou calça branca ou camisa lisa preta e camisa listrada.","Posso me vestir com calça preta ou camisa listrada e camisa lisa branca, ou calça branca ou camisa lisa preta ou camisa listrada.","Posso me vestir com calça preta e camisa listrada ou camisa lisa branca, ou calça branca e camisa lisa preta ou camisa listrada.",/questoes-de-concursos/questoes/d9dabb2a-06
14," Meu pai chegou em casa e disse: Meu trabalho é desafiante, e requer inteligência, e não é desgastante. Uma afirmação que corresponda à negação lógica dessa afirmação é: ",Meu trabalho não é desafiante ou não requer inteligência ou é desgastante.,Meu trabalho não é desafiante e não requer inteligência ou é desgastante.,Meu trabalho é desafiante e não requer inteligência ou não é desgastante.,Meu trabalho não é desafiante ou requer inteligência ou não é desgastante.,Meu trabalho é desafiante ou não requer inteligência ou é desgastante.,/questoes-de-concursos/questoes/d9d7865f-06
15," É sabido que todos os parisienses são franceses e que todos os romanos não são franceses. A partir dessa afirmação, é correto concluir que ",há pelo menos um francês que é romano.,nenhum francês é parisiense.,há pelo menos um parisiense que é romano.,nenhum parisiense é francês,nenhum parisiense é romano.,/questoes-de-concursos/questoes/c1045367-03
16," Considere a afirmação:              Se o dia está quente, então o picolé está derretendo.A alternativa que contém uma negação lógica da afirmação anterior é ","Se o dia não está quente, então o picolé está derretendo.",O dia está quente e o picolé está derretendo. ,"Se o dia não está quente, então o picolé não está derretendo.",O dia está quente e o picolé não está derretendo.,"Se o picolé não está derretendo, então o dia não está quente.",/questoes-de-concursos/questoes/c0fb552b-03
17," Uma afirmação que corresponda à negação lógica de “Se o combustível acabar, então o veículo não consegue subir a ladeira.” é: ","“Se o veículo consegue subir a ladeira, então o combustível não acaba.” ","“O combustível acaba, e o veículo consegue subir a ladeira.” ",“O veículo consegue subir a ladeira ou o combustível acaba.”,"“Se o combustível não acaba, então o veículo consegue subir a ladeira.” ","“O combustível não acaba, e o veículo consegue subir a ladeira.”",/questoes-de-concursos/questoes/5e744dac-ff
18," Do ponto de vista lógico, dizer “Se eu trabalho com empenho, então os resultados serão melhores.” é o mesmo que dizer: "," “Se eu não trabalho com empenho, então os resultados não serão melhores.” ","“Se os resultados serão melhores, então eu trabalho com empenho.”","“Eu trabalho com empenho, e os resultados serão melhores.”","“Os resultados não serão melhores, e eu não trabalho com empenho.” ",“Eu não trabalho com empenho ou os resultados serão melhores.”,/questoes-de-concursos/questoes/5e66a1b5-ff
19," Considere a afirmação: Vou de tênis e visto um paletó, ou não faço sucesso. Uma negação lógica dessa afirmação é: ","Não vou de tênis ou não visto um paletó, e faço sucesso.","Vou de tênis e não visto um paletó, ou não faço sucesso.","Não vou de tênis ou visto um paletó, e faço sucesso.","Não vou de tênis e visto um paletó, ou não faço sucesso.",Vou de tênis ou visto um paletó ou faço sucesso.,/questoes-de-concursos/questoes/4ee63f2e-ff
20, Uma negação para a afirmação “Carlos é técnico em informática e Ana não é analista de sistemas” está contida na alternativa: ,Ana é analista de sistemas ou Carlos não é técnico em informática.,Carlos não é técnico em informática e Ana é analista de sistemas.,Ana não é analista de sistemas ou Carlos não é técnico em informática.,Carlos não é técnico em informática e Ana não é analista de sistemas.,Carlos é técnico em informática ou Ana é analista de sistemas.,/questoes-de-concursos/questoes/3d128d94-ff
21," Uma afirmação que corresponda à negação lógica da afirmação: “Se o resultado não bateu, então o meio de campo está enrolado”, é: ",O resultado não bateu e o meio de campo não está enrolado.,"Se o meio de campo não está enrolado, então o resultado bateu.",O resultado bateu e o meio de campo não está enrolado.,"Se o resultado bateu, então o meio de campo não está enrolado.",O resultado bateu ou o meio de campo não está enrolado.,/questoes-de-concursos/questoes/38193a30-ff
22," Uma afirmação logicamente equivalente à afirmação: “Se as mariposas só voam à noite, então o sol me livra delas”, é: ",As mariposas só voam à noite e o sol não me livra delas.,As mariposas não voam só a noite ou o sol me livra delas.,"Se o sol me livra delas, então as mariposas só voam à noite.",As mariposas não voam só à noite e o sol me livra delas.,As mariposas só voam à noite ou o sol me livra delas.,/questoes-de-concursos/questoes/3810cc2c-ff
23," A seguinte afirmação: Se estou fazendo essa prova, então sou programador. é equivalente a ",sou programador e estou fazendo essa prova.,não sou programador e não estou fazendo essa prova.,"se sou programador, então estou fazendo essa prova. ","se não sou programador, então não estou fazendo essa prova.","estou fazendo essa prova se, e somente se, sou programador.",/questoes-de-concursos/questoes/2da2a2b7-ff
24, Considere a seguinte afirmação: Todo homem é trabalhador. A alternativa que apresenta uma negação lógica para essa afirmação é: ,Nenhum homem é trabalhador.,Toda mulher é trabalhadora,Não existe homem que não é trabalhador.,Todo trabalhador não é homem.,Existe homem que não é trabalhador.,/questoes-de-concursos/questoes/2d945ffe-ff
25," Uma afirmação que corresponda à negação lógica de “Se o combustível acabar, então o veículo não consegue subir a ladeira.” é: ","“Se o veículo consegue subir a ladeira, então o combustível não acaba.”",“O veículo consegue subir a ladeira ou o combustível acaba.” ,"“O combustível acaba, e o veículo consegue subir a ladeira.” ","“Se o combustível não acaba, então o veículo consegue subir a ladeira.”","“O combustível não acaba, e o veículo consegue subir a ladeira.” ",/questoes-de-concursos/questoes/98b93e21-fa
